welcome_weiter.numClicks,welcome_weiter.timesOn,welcome_weiter.timesOff,session,presentation limit,date,expName,psychopyVersion,OS,frameRate,ppn,introduction_weiter.numClicks,introduction_weiter.timesOn,introduction_weiter.timesOff,age,gender,natlang1,natlang2,natlang3,natlang4,natlang5,natlang6,lang1,proficiency1,lang2,proficiency2,lang3,proficiency3,lang4,proficiency4,lang5,proficiency5,lang6,proficiency6,lang7,proficiency7,lang8,proficiency8,country,education,dyslexia,mobility,currentloc,radio-for-required-checkboxes,sensorypref1,xRes,yRes,sensorypref[],sensorypref2,sensorypref3,sensorypref4,practice_weiter.numClicks,practice_weiter.timesOn,practice_weiter.timesOff,pr_message_weiter.numClicks,pr_message_weiter.timesOn,pr_message_weiter.timesOff,pr_remember_weiter.numClicks,pr_remember_weiter.timesOn,pr_remember_weiter.timesOff,button_weiter.numClicks,button_weiter.timesOn,button_weiter.timesOff,pr_expressibility.response,pr_expressibility.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,pr_word,pr_question,pr_image,start_weiter.numClicks,start_weiter.timesOn,start_weiter.timesOff,message_weiter.numClicks,message_weiter.timesOn,message_weiter.timesOff,trial_remember_weiter.numClicks,trial_remember_weiter.timesOn,trial_remember_weiter.timesOff,Count,Shelf time,trial_button_weiter.numClicks,trial_button_weiter.timesOn,trial_button_weiter.timesOff,expressibility.response,expressibility.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,word,fordict,question,trial_img,problem,problem_text,end_experiment.numClicks,end_experiment.timesOn,end_experiment.timesOff
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,"[45.327000000000005,113.59700000000001,165.0042999999523]","[45.327000000000005,113.59700000000001,165.0042999999523]",3.0,"[46.333999999999996,114.69390000009537,166.21800000000002]","[46.333999999999996,114.69390000009537,166.21800000000002]",1.0,167.1573,41.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696,0.2662999999523237,0.2494999999999976,0.26640000009537346,0.24979999995231594,0.3329999999999984,0.28300000000000125,0.3164999999999907,0.2994000000953747,0.3332000000476967,0.3163999998569409,0.549700000047693,0.5494999999999948,0.2996999998092633,0.36610000014303523,0.34979999995232447,0.3499999999999943,0.34950000000000614,0.4322999999523347,0.3169000000953588,0.26639999985695795,0.33359999990463507,0.6829999999999927,0.3495999999046546,0.31670000004768895,0.2827000000476687,0.31629999995232083,0.36639999985695226,0.6993999998569507,0.29999999999998295,0.33279999995232856]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674,0.2662999999523237,0.2496000001430474,0.26640000009537346,0.24979999995231594,0.3330999999046327,0.28300000000000125,0.3164999999999907,0.29949999999999477,0.33329999995231674,0.3165000000000191,0.549700000047693,0.5496000001430446,0.2996999998092633,0.36610000014303523,0.34979999995232447,0.3499999999999943,0.34950000000000614,0.4322999999523347,0.3169000000953588,0.26639999985695795,0.33359999990463507,0.6829999999999927,0.3495999999046546,0.31670000004768895,0.2827999999523172,0.31629999995232083,0.36639999985695226,0.6995000000000005,0.29999999999998295,0.33279999995232856]",-0.057407407,0.8058,0.0,0.0,0.0,0.0,1.0,droog,mdroog,question_multimodal.png,im_combination.png,,,,,
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,168.9061,41.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696,0.2662999999523237,0.2494999999999976,0.26640000009537346,0.24979999995231594,0.3329999999999984,0.28300000000000125,0.3164999999999907,0.2994000000953747,0.3332000000476967,0.3163999998569409,0.549700000047693,0.5494999999999948,0.2996999998092633,0.36610000014303523,0.34979999995232447,0.3499999999999943,0.34950000000000614,0.4322999999523347,0.3169000000953588,0.26639999985695795,0.33359999990463507,0.6829999999999927,0.3495999999046546,0.31670000004768895,0.2827000000476687,0.31629999995232083,0.36639999985695226,0.6993999998569507,0.29999999999998295,0.33279999995232856]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674,0.2662999999523237,0.2496000001430474,0.26640000009537346,0.24979999995231594,0.3330999999046327,0.28300000000000125,0.3164999999999907,0.29949999999999477,0.33329999995231674,0.3165000000000191,0.549700000047693,0.5496000001430446,0.2996999998092633,0.36610000014303523,0.34979999995232447,0.3499999999999943,0.34950000000000614,0.4322999999523347,0.3169000000953588,0.26639999985695795,0.33359999990463507,0.6829999999999927,0.3495999999046546,0.31670000004768895,0.2827999999523172,0.31629999995232083,0.36639999985695226,0.6995000000000005,0.29999999999998295,0.33279999995232856]",,,0.0,1.0,1.0,76.0,1.0,blauw,mblauw,question_multimodal.png,im_combination.png,,,,,
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,170.5536,42.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696,0.2662999999523237,0.2494999999999976,0.26640000009537346,0.24979999995231594,0.3329999999999984,0.28300000000000125,0.3164999999999907,0.2994000000953747,0.3332000000476967,0.3163999998569409,0.549700000047693,0.5494999999999948,0.2996999998092633,0.36610000014303523,0.34979999995232447,0.3499999999999943,0.34950000000000614,0.4322999999523347,0.3169000000953588,0.26639999985695795,0.33359999990463507,0.6829999999999927,0.3495999999046546,0.31670000004768895,0.2827000000476687,0.31629999995232083,0.36639999985695226,0.6993999998569507,0.29999999999998295,0.33279999995232856,0.26650000000000773]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674,0.2662999999523237,0.2496000001430474,0.26640000009537346,0.24979999995231594,0.3330999999046327,0.28300000000000125,0.3164999999999907,0.29949999999999477,0.33329999995231674,0.3165000000000191,0.549700000047693,0.5496000001430446,0.2996999998092633,0.36610000014303523,0.34979999995232447,0.3499999999999943,0.34950000000000614,0.4322999999523347,0.3169000000953588,0.26639999985695795,0.33359999990463507,0.6829999999999927,0.3495999999046546,0.31670000004768895,0.2827999999523172,0.31629999995232083,0.36639999985695226,0.6995000000000005,0.29999999999998295,0.33279999995232856,0.26650000000000773]",-0.05,2.0717,0.0,2.0,2.0,8.0,1.0,likken,mlikken,question_multimodal.png,im_combination.png,,,,,
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,172.3298,43.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696,0.2662999999523237,0.2494999999999976,0.26640000009537346,0.24979999995231594,0.3329999999999984,0.28300000000000125,0.3164999999999907,0.2994000000953747,0.3332000000476967,0.3163999998569409,0.549700000047693,0.5494999999999948,0.2996999998092633,0.36610000014303523,0.34979999995232447,0.3499999999999943,0.34950000000000614,0.4322999999523347,0.3169000000953588,0.26639999985695795,0.33359999990463507,0.6829999999999927,0.3495999999046546,0.31670000004768895,0.2827000000476687,0.31629999995232083,0.36639999985695226,0.6993999998569507,0.29999999999998295,0.33279999995232856,0.26650000000000773,0.26639999985695795]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674,0.2662999999523237,0.2496000001430474,0.26640000009537346,0.24979999995231594,0.3330999999046327,0.28300000000000125,0.3164999999999907,0.29949999999999477,0.33329999995231674,0.3165000000000191,0.549700000047693,0.5496000001430446,0.2996999998092633,0.36610000014303523,0.34979999995232447,0.3499999999999943,0.34950000000000614,0.4322999999523347,0.3169000000953588,0.26639999985695795,0.33359999990463507,0.6829999999999927,0.3495999999046546,0.31670000004768895,0.2827999999523172,0.31629999995232083,0.36639999985695226,0.6995000000000005,0.29999999999998295,0.33279999995232856,0.26650000000000773,0.26639999985695795]",-0.098148148,1.6713,0.0,3.0,3.0,73.0,1.0,ruiken,mruiken,question_multimodal.png,im_combination.png,,,,,
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,173.9511,43.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696,0.2662999999523237,0.2494999999999976,0.26640000009537346,0.24979999995231594,0.3329999999999984,0.28300000000000125,0.3164999999999907,0.2994000000953747,0.3332000000476967,0.3163999998569409,0.549700000047693,0.5494999999999948,0.2996999998092633,0.36610000014303523,0.34979999995232447,0.3499999999999943,0.34950000000000614,0.4322999999523347,0.3169000000953588,0.26639999985695795,0.33359999990463507,0.6829999999999927,0.3495999999046546,0.31670000004768895,0.2827000000476687,0.31629999995232083,0.36639999985695226,0.6993999998569507,0.29999999999998295,0.33279999995232856,0.26650000000000773,0.26639999985695795]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674,0.2662999999523237,0.2496000001430474,0.26640000009537346,0.24979999995231594,0.3330999999046327,0.28300000000000125,0.3164999999999907,0.29949999999999477,0.33329999995231674,0.3165000000000191,0.549700000047693,0.5496000001430446,0.2996999998092633,0.36610000014303523,0.34979999995232447,0.3499999999999943,0.34950000000000614,0.4322999999523347,0.3169000000953588,0.26639999985695795,0.33359999990463507,0.6829999999999927,0.3495999999046546,0.31670000004768895,0.2827999999523172,0.31629999995232083,0.36639999985695226,0.6995000000000005,0.29999999999998295,0.33279999995232856,0.26650000000000773,0.26639999985695795]",,,0.0,4.0,4.0,166.0,1.0,zwart,mzwart,question_multimodal.png,im_combination.png,,,,,
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,174.9945,44.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696,0.2662999999523237,0.2494999999999976,0.26640000009537346,0.24979999995231594,0.3329999999999984,0.28300000000000125,0.3164999999999907,0.2994000000953747,0.3332000000476967,0.3163999998569409,0.549700000047693,0.5494999999999948,0.2996999998092633,0.36610000014303523,0.34979999995232447,0.3499999999999943,0.34950000000000614,0.4322999999523347,0.3169000000953588,0.26639999985695795,0.33359999990463507,0.6829999999999927,0.3495999999046546,0.31670000004768895,0.2827000000476687,0.31629999995232083,0.36639999985695226,0.6993999998569507,0.29999999999998295,0.33279999995232856,0.26650000000000773,0.26639999985695795,0.29989999985693316]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674,0.2662999999523237,0.2496000001430474,0.26640000009537346,0.24979999995231594,0.3330999999046327,0.28300000000000125,0.3164999999999907,0.29949999999999477,0.33329999995231674,0.3165000000000191,0.549700000047693,0.5496000001430446,0.2996999998092633,0.36610000014303523,0.34979999995232447,0.3499999999999943,0.34950000000000614,0.4322999999523347,0.3169000000953588,0.26639999985695795,0.33359999990463507,0.6829999999999927,0.3495999999046546,0.31670000004768895,0.2827999999523172,0.31629999995232083,0.36639999985695226,0.6995000000000005,0.29999999999998295,0.33279999995232856,0.26650000000000773,0.26639999985695795,0.29999999999998295]",-0.140740741,1.6426,0.0,5.0,5.0,43.0,1.0,rivier,mrivier,question_multimodal.png,im_combination.png,,,,,
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,176.6765,45.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696,0.2662999999523237,0.2494999999999976,0.26640000009537346,0.24979999995231594,0.3329999999999984,0.28300000000000125,0.3164999999999907,0.2994000000953747,0.3332000000476967,0.3163999998569409,0.549700000047693,0.5494999999999948,0.2996999998092633,0.36610000014303523,0.34979999995232447,0.3499999999999943,0.34950000000000614,0.4322999999523347,0.3169000000953588,0.26639999985695795,0.33359999990463507,0.6829999999999927,0.3495999999046546,0.31670000004768895,0.2827000000476687,0.31629999995232083,0.36639999985695226,0.6993999998569507,0.29999999999998295,0.33279999995232856,0.26650000000000773,0.26639999985695795,0.29989999985693316,0.2834000000953836]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674,0.2662999999523237,0.2496000001430474,0.26640000009537346,0.24979999995231594,0.3330999999046327,0.28300000000000125,0.3164999999999907,0.29949999999999477,0.33329999995231674,0.3165000000000191,0.549700000047693,0.5496000001430446,0.2996999998092633,0.36610000014303523,0.34979999995232447,0.3499999999999943,0.34950000000000614,0.4322999999523347,0.3169000000953588,0.26639999985695795,0.33359999990463507,0.6829999999999927,0.3495999999046546,0.31670000004768895,0.2827999999523172,0.31629999995232083,0.36639999985695226,0.6995000000000005,0.29999999999998295,0.33279999995232856,0.26650000000000773,0.26639999985695795,0.29999999999998295,0.2834000000953836]",0.003703704,1.4373,0.0,6.0,6.0,183.0,1.0,jij,mjij,question_multimodal.png,im_combination.png,,,,,
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,178.7613,46.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696,0.2662999999523237,0.2494999999999976,0.26640000009537346,0.24979999995231594,0.3329999999999984,0.28300000000000125,0.3164999999999907,0.2994000000953747,0.3332000000476967,0.3163999998569409,0.549700000047693,0.5494999999999948,0.2996999998092633,0.36610000014303523,0.34979999995232447,0.3499999999999943,0.34950000000000614,0.4322999999523347,0.3169000000953588,0.26639999985695795,0.33359999990463507,0.6829999999999927,0.3495999999046546,0.31670000004768895,0.2827000000476687,0.31629999995232083,0.36639999985695226,0.6993999998569507,0.29999999999998295,0.33279999995232856,0.26650000000000773,0.26639999985695795,0.29989999985693316,0.2834000000953836,0.2992999999522965]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674,0.2662999999523237,0.2496000001430474,0.26640000009537346,0.24979999995231594,0.3330999999046327,0.28300000000000125,0.3164999999999907,0.29949999999999477,0.33329999995231674,0.3165000000000191,0.549700000047693,0.5496000001430446,0.2996999998092633,0.36610000014303523,0.34979999995232447,0.3499999999999943,0.34950000000000614,0.4322999999523347,0.3169000000953588,0.26639999985695795,0.33359999990463507,0.6829999999999927,0.3495999999046546,0.31670000004768895,0.2827999999523172,0.31629999995232083,0.36639999985695226,0.6995000000000005,0.29999999999998295,0.33279999995232856,0.26650000000000773,0.26639999985695795,0.29999999999998295,0.2834000000953836,0.2992999999522965]",-0.009259259,1.5705,0.0,7.0,7.0,173.0,1.0,klein,mklein,question_multimodal.png,im_combination.png,,,,,
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,180.7731,47.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696,0.2662999999523237,0.2494999999999976,0.26640000009537346,0.24979999995231594,0.3329999999999984,0.28300000000000125,0.3164999999999907,0.2994000000953747,0.3332000000476967,0.3163999998569409,0.549700000047693,0.5494999999999948,0.2996999998092633,0.36610000014303523,0.34979999995232447,0.3499999999999943,0.34950000000000614,0.4322999999523347,0.3169000000953588,0.26639999985695795,0.33359999990463507,0.6829999999999927,0.3495999999046546,0.31670000004768895,0.2827000000476687,0.31629999995232083,0.36639999985695226,0.6993999998569507,0.29999999999998295,0.33279999995232856,0.26650000000000773,0.26639999985695795,0.29989999985693316,0.2834000000953836,0.2992999999522965,0.33300000000002683]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674,0.2662999999523237,0.2496000001430474,0.26640000009537346,0.24979999995231594,0.3330999999046327,0.28300000000000125,0.3164999999999907,0.29949999999999477,0.33329999995231674,0.3165000000000191,0.549700000047693,0.5496000001430446,0.2996999998092633,0.36610000014303523,0.34979999995232447,0.3499999999999943,0.34950000000000614,0.4322999999523347,0.3169000000953588,0.26639999985695795,0.33359999990463507,0.6829999999999927,0.3495999999046546,0.31670000004768895,0.2827999999523172,0.31629999995232083,0.36639999985695226,0.6995000000000005,0.29999999999998295,0.33279999995232856,0.26650000000000773,0.26639999985695795,0.29999999999998295,0.2834000000953836,0.2992999999522965,0.33300000000002683]",-0.090740741,1.7754,0.0,8.0,8.0,25.0,1.0,dood,mdood,question_multimodal.png,im_combination.png,,,,,
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,182.8431,48.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696,0.2662999999523237,0.2494999999999976,0.26640000009537346,0.24979999995231594,0.3329999999999984,0.28300000000000125,0.3164999999999907,0.2994000000953747,0.3332000000476967,0.3163999998569409,0.549700000047693,0.5494999999999948,0.2996999998092633,0.36610000014303523,0.34979999995232447,0.3499999999999943,0.34950000000000614,0.4322999999523347,0.3169000000953588,0.26639999985695795,0.33359999990463507,0.6829999999999927,0.3495999999046546,0.31670000004768895,0.2827000000476687,0.31629999995232083,0.36639999985695226,0.6993999998569507,0.29999999999998295,0.33279999995232856,0.26650000000000773,0.26639999985695795,0.29989999985693316,0.2834000000953836,0.2992999999522965,0.33300000000002683,0.8157999999523327]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674,0.2662999999523237,0.2496000001430474,0.26640000009537346,0.24979999995231594,0.3330999999046327,0.28300000000000125,0.3164999999999907,0.29949999999999477,0.33329999995231674,0.3165000000000191,0.549700000047693,0.5496000001430446,0.2996999998092633,0.36610000014303523,0.34979999995232447,0.3499999999999943,0.34950000000000614,0.4322999999523347,0.3169000000953588,0.26639999985695795,0.33359999990463507,0.6829999999999927,0.3495999999046546,0.31670000004768895,0.2827999999523172,0.31629999995232083,0.36639999985695226,0.6995000000000005,0.29999999999998295,0.33279999995232856,0.26650000000000773,0.26639999985695795,0.29999999999998295,0.2834000000953836,0.2992999999522965,0.33300000000002683,0.8157999999523327]",-0.081481481,1.6609,0.0,9.0,9.0,81.0,1.0,vriend,mvriend,question_multimodal.png,im_combination.png,,,,,
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,184.4319,49.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696,0.2662999999523237,0.2494999999999976,0.26640000009537346,0.24979999995231594,0.3329999999999984,0.28300000000000125,0.3164999999999907,0.2994000000953747,0.3332000000476967,0.3163999998569409,0.549700000047693,0.5494999999999948,0.2996999998092633,0.36610000014303523,0.34979999995232447,0.3499999999999943,0.34950000000000614,0.4322999999523347,0.3169000000953588,0.26639999985695795,0.33359999990463507,0.6829999999999927,0.3495999999046546,0.31670000004768895,0.2827000000476687,0.31629999995232083,0.36639999985695226,0.6993999998569507,0.29999999999998295,0.33279999995232856,0.26650000000000773,0.26639999985695795,0.29989999985693316,0.2834000000953836,0.2992999999522965,0.33300000000002683,0.8157999999523327,0.29959999990461483]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674,0.2662999999523237,0.2496000001430474,0.26640000009537346,0.24979999995231594,0.3330999999046327,0.28300000000000125,0.3164999999999907,0.29949999999999477,0.33329999995231674,0.3165000000000191,0.549700000047693,0.5496000001430446,0.2996999998092633,0.36610000014303523,0.34979999995232447,0.3499999999999943,0.34950000000000614,0.4322999999523347,0.3169000000953588,0.26639999985695795,0.33359999990463507,0.6829999999999927,0.3495999999046546,0.31670000004768895,0.2827999999523172,0.31629999995232083,0.36639999985695226,0.6995000000000005,0.29999999999998295,0.33279999995232856,0.26650000000000773,0.26639999985695795,0.29999999999998295,0.2834000000953836,0.2992999999522965,0.33300000000002683,0.8157999999523327,0.29959999990461483]",-0.088888889,1.0759,0.0,10.0,10.0,45.0,1.0,onweer,monweer,question_multimodal.png,im_combination.png,,,,,
,,,1,3,2023-05-30_16h08.59.122,flesh_expressibility_dutch,2022.2.4,Win32,60.02040694,183238,,,,19.0,1.0,test,,,,,,test,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,NL,1.0,1.0,1.0,1.0,,sensorypref1,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,192.6748,50.0,"[0.5349999999999966,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.4488999998569483,0.48269999980925604,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33319999980926696,0.2662999999523237,0.2494999999999976,0.26640000009537346,0.24979999995231594,0.3329999999999984,0.28300000000000125,0.3164999999999907,0.2994000000953747,0.3332000000476967,0.3163999998569409,0.549700000047693,0.5494999999999948,0.2996999998092633,0.36610000014303523,0.34979999995232447,0.3499999999999943,0.34950000000000614,0.4322999999523347,0.3169000000953588,0.26639999985695795,0.33359999990463507,0.6829999999999927,0.3495999999046546,0.31670000004768895,0.2827000000476687,0.31629999995232083,0.36639999985695226,0.6993999998569507,0.29999999999998295,0.33279999995232856,0.26650000000000773,0.26639999985695795,0.29989999985693316,0.2834000000953836,0.2992999999522965,0.33300000000002683,0.8157999999523327,0.29959999990461483,0.3327000000476801]","[0.5352000000476806,0.31630000019073634,0.3162999999523066,0.3491999998092581,0.3331000001430482,0.44899999999999807,0.48279999995232004,0.4913000001907335,0.3672000000476885,0.34940000009535765,0.33329999995231674,0.2662999999523237,0.2496000001430474,0.26640000009537346,0.24979999995231594,0.3330999999046327,0.28300000000000125,0.3164999999999907,0.29949999999999477,0.33329999995231674,0.3165000000000191,0.549700000047693,0.5496000001430446,0.2996999998092633,0.36610000014303523,0.34979999995232447,0.3499999999999943,0.34950000000000614,0.4322999999523347,0.3169000000953588,0.26639999985695795,0.33359999990463507,0.6829999999999927,0.3495999999046546,0.31670000004768895,0.2827999999523172,0.31629999995232083,0.36639999985695226,0.6995000000000005,0.29999999999998295,0.33279999995232856,0.26650000000000773,0.26639999985695795,0.29999999999998295,0.2834000000953836,0.2992999999522965,0.33300000000002683,0.8157999999523327,0.29959999990461483,0.33279999995230014]",-0.024074074,8.0479,0.0,11.0,11.0,10.0,1.0,strak,mstrak,question_multimodal.png,im_combination.png,,,,,
